"","anpp","trt_type","n","p","site_code","project_name","treatment_year","calendar_year","plot_id","community_type","block","public","k","precip","successional","pulse","plant_mani"
"248",199.442897797568,"control",0,0,"sev.nfert","Nfert",10,2013,15,"0","0","1","0","0","0","0","0"
"249",82.5070018040245,"control",0,0,"sev.nfert","Nfert",11,2014,15,"0","0","1","0","0","0","0","0"
"250",157.747323018949,"control",0,0,"sev.nfert","Nfert",12,2015,15,"0","0","1","0","0","0","0","0"
"251",95.7339494421357,"control",0,0,"sev.nfert","Nfert",13,2016,15,"0","0","1","0","0","0","0","0"
"252",79.5514570700496,"control",0,0,"sev.nfert","Nfert",14,2017,15,"0","0","1","0","0","0","0","0"
"253",43.8202877675883,"control",0,0,"sev.nfert","Nfert",15,2018,15,"0","0","1","0","0","0","0","0"
"254",43.2911180320687,"control",0,0,"sev.nfert","Nfert",16,2019,15,"0","0","1","0","0","0","0","0"
"255",45.4493909696355,"control",0,0,"sev.nfert","Nfert",17,2020,15,"0","0","1","0","0","0","0","0"
"256",70.4719598989454,"N",10,0,"sev.nfert","Nfert",1,2004,16,"0","0","1","0","0","0","0","0"
"257",58.1592745069134,"N",10,0,"sev.nfert","Nfert",2,2005,16,"0","0","1","0","0","0","0","0"
"258",469.335632221641,"N",10,0,"sev.nfert","Nfert",3,2006,16,"0","0","1","0","0","0","0","0"
"259",247.852207847797,"N",10,0,"sev.nfert","Nfert",4,2007,16,"0","0","1","0","0","0","0","0"
"260",110.570004721619,"N",10,0,"sev.nfert","Nfert",5,2008,16,"0","0","1","0","0","0","0","0"
"261",87.6836610853596,"N",10,0,"sev.nfert","Nfert",6,2009,16,"0","0","1","0","0","0","0","0"
"262",94.9220907335216,"N",10,0,"sev.nfert","Nfert",7,2010,16,"0","0","1","0","0","0","0","0"
"263",3.26931728559738,"N",10,0,"sev.nfert","Nfert",8,2011,16,"0","0","1","0","0","0","0","0"
"264",100.695863218277,"N",10,0,"sev.nfert","Nfert",9,2012,16,"0","0","1","0","0","0","0","0"
"265",160.117282534747,"N",10,0,"sev.nfert","Nfert",10,2013,16,"0","0","1","0","0","0","0","0"
"266",156.538478014035,"N",10,0,"sev.nfert","Nfert",11,2014,16,"0","0","1","0","0","0","0","0"
"267",119.412769142983,"N",10,0,"sev.nfert","Nfert",12,2015,16,"0","0","1","0","0","0","0","0"
"268",205.647535686415,"N",10,0,"sev.nfert","Nfert",13,2016,16,"0","0","1","0","0","0","0","0"
"269",170.901117989418,"N",10,0,"sev.nfert","Nfert",14,2017,16,"0","0","1","0","0","0","0","0"
"270",49.3710175663875,"N",10,0,"sev.nfert","Nfert",15,2018,16,"0","0","1","0","0","0","0","0"
"271",29.3943345323848,"N",10,0,"sev.nfert","Nfert",16,2019,16,"0","0","1","0","0","0","0","0"
"272",51.1294413535129,"N",10,0,"sev.nfert","Nfert",17,2020,16,"0","0","1","0","0","0","0","0"
"273",63.5705092285332,"N",10,0,"sev.nfert","Nfert",1,2004,17,"0","0","1","0","0","0","0","0"
"274",72.0116207680659,"N",10,0,"sev.nfert","Nfert",2,2005,17,"0","0","1","0","0","0","0","0"
"275",209.24489535515,"N",10,0,"sev.nfert","Nfert",3,2006,17,"0","0","1","0","0","0","0","0"
"276",197.022038562613,"N",10,0,"sev.nfert","Nfert",4,2007,17,"0","0","1","0","0","0","0","0"
"277",84.4500718645839,"N",10,0,"sev.nfert","Nfert",5,2008,17,"0","0","1","0","0","0","0","0"
"278",97.0197406286246,"N",10,0,"sev.nfert","Nfert",6,2009,17,"0","0","1","0","0","0","0","0"
"279",193.621361396649,"N",10,0,"sev.nfert","Nfert",7,2010,17,"0","0","1","0","0","0","0","0"
"280",2.55699409529963,"N",10,0,"sev.nfert","Nfert",8,2011,17,"0","0","1","0","0","0","0","0"
"281",90.3429485453377,"N",10,0,"sev.nfert","Nfert",9,2012,17,"0","0","1","0","0","0","0","0"
"282",203.454303984764,"N",10,0,"sev.nfert","Nfert",10,2013,17,"0","0","1","0","0","0","0","0"
"283",103.444783510529,"N",10,0,"sev.nfert","Nfert",11,2014,17,"0","0","1","0","0","0","0","0"
"284",199.833820026453,"N",10,0,"sev.nfert","Nfert",12,2015,17,"0","0","1","0","0","0","0","0"
"285",199.068210346669,"N",10,0,"sev.nfert","Nfert",13,2016,17,"0","0","1","0","0","0","0","0"
"286",174.760356181647,"N",10,0,"sev.nfert","Nfert",14,2017,17,"0","0","1","0","0","0","0","0"
"287",83.6171481393501,"N",10,0,"sev.nfert","Nfert",15,2018,17,"0","0","1","0","0","0","0","0"
"288",22.4432698042736,"N",10,0,"sev.nfert","Nfert",16,2019,17,"0","0","1","0","0","0","0","0"
"289",34.0462559495824,"N",10,0,"sev.nfert","Nfert",17,2020,17,"0","0","1","0","0","0","0","0"
"290",36.8439392136832,"control",0,0,"sev.nfert","Nfert",1,2004,18,"0","0","1","0","0","0","0","0"
"291",81.8606740897071,"control",0,0,"sev.nfert","Nfert",2,2005,18,"0","0","1","0","0","0","0","0"
"292",114.441432257988,"control",0,0,"sev.nfert","Nfert",3,2006,18,"0","0","1","0","0","0","0","0"
"293",169.559188402575,"control",0,0,"sev.nfert","Nfert",4,2007,18,"0","0","1","0","0","0","0","0"
"294",47.5525381858036,"control",0,0,"sev.nfert","Nfert",5,2008,18,"0","0","1","0","0","0","0","0"
"295",60.6430484855715,"control",0,0,"sev.nfert","Nfert",6,2009,18,"0","0","1","0","0","0","0","0"
"296",80.7865212224591,"control",0,0,"sev.nfert","Nfert",7,2010,18,"0","0","1","0","0","0","0","0"
"297",4.5921811694334,"control",0,0,"sev.nfert","Nfert",8,2011,18,"0","0","1","0","0","0","0","0"
"298",38.1288242437634,"control",0,0,"sev.nfert","Nfert",9,2012,18,"0","0","1","0","0","0","0","0"
"299",174.145026766292,"control",0,0,"sev.nfert","Nfert",10,2013,18,"0","0","1","0","0","0","0","0"
"300",130.231665795962,"control",0,0,"sev.nfert","Nfert",11,2014,18,"0","0","1","0","0","0","0","0"
"301",129.028909192074,"control",0,0,"sev.nfert","Nfert",12,2015,18,"0","0","1","0","0","0","0","0"
"302",121.485788381843,"control",0,0,"sev.nfert","Nfert",13,2016,18,"0","0","1","0","0","0","0","0"
"303",91.5850955787949,"control",0,0,"sev.nfert","Nfert",14,2017,18,"0","0","1","0","0","0","0","0"
"304",35.0266172825661,"control",0,0,"sev.nfert","Nfert",15,2018,18,"0","0","1","0","0","0","0","0"
"305",37.1447263628903,"control",0,0,"sev.nfert","Nfert",16,2019,18,"0","0","1","0","0","0","0","0"
"306",23.4541460851045,"control",0,0,"sev.nfert","Nfert",17,2020,18,"0","0","1","0","0","0","0","0"
"307",34.3051120911837,"N",10,0,"sev.nfert","Nfert",1,2004,19,"0","0","1","0","0","0","0","0"
"308",59.7415570192627,"N",10,0,"sev.nfert","Nfert",2,2005,19,"0","0","1","0","0","0","0","0"
"309",336.490806464988,"N",10,0,"sev.nfert","Nfert",3,2006,19,"0","0","1","0","0","0","0","0"
"310",75.3017418936919,"N",10,0,"sev.nfert","Nfert",4,2007,19,"0","0","1","0","0","0","0","0"
"311",155.104761522166,"N",10,0,"sev.nfert","Nfert",5,2008,19,"0","0","1","0","0","0","0","0"
"312",37.2233383071547,"N",10,0,"sev.nfert","Nfert",6,2009,19,"0","0","1","0","0","0","0","0"
"313",102.150902478135,"N",10,0,"sev.nfert","Nfert",7,2010,19,"0","0","1","0","0","0","0","0"
"314",9.68430039588019,"N",10,0,"sev.nfert","Nfert",8,2011,19,"0","0","1","0","0","0","0","0"
"315",107.645619755709,"N",10,0,"sev.nfert","Nfert",9,2012,19,"0","0","1","0","0","0","0","0"
"316",207.87177447044,"N",10,0,"sev.nfert","Nfert",10,2013,19,"0","0","1","0","0","0","0","0"
"317",109.022194776969,"N",10,0,"sev.nfert","Nfert",11,2014,19,"0","0","1","0","0","0","0","0"
"318",124.352967273182,"N",10,0,"sev.nfert","Nfert",12,2015,19,"0","0","1","0","0","0","0","0"
"319",280.116849756631,"N",10,0,"sev.nfert","Nfert",13,2016,19,"0","0","1","0","0","0","0","0"
"320",228.724063731709,"N",10,0,"sev.nfert","Nfert",14,2017,19,"0","0","1","0","0","0","0","0"
"321",39.6500297848648,"N",10,0,"sev.nfert","Nfert",15,2018,19,"0","0","1","0","0","0","0","0"
"322",42.8290375,"N",10,0,"sev.nfert","Nfert",16,2019,19,"0","0","1","0","0","0","0","0"
"323",30.7417318290103,"N",10,0,"sev.nfert","Nfert",17,2020,19,"0","0","1","0","0","0","0","0"
"324",33.8329000836313,"control",0,0,"sev.nfert","Nfert",1,2004,20,"0","0","1","0","0","0","0","0"
"325",84.5098551437043,"control",0,0,"sev.nfert","Nfert",2,2005,20,"0","0","1","0","0","0","0","0"
"326",283.296551179457,"control",0,0,"sev.nfert","Nfert",3,2006,20,"0","0","1","0","0","0","0","0"
"327",116.220665141767,"control",0,0,"sev.nfert","Nfert",4,2007,20,"0","0","1","0","0","0","0","0"
"328",66.068654432556,"control",0,0,"sev.nfert","Nfert",5,2008,20,"0","0","1","0","0","0","0","0"
"329",58.5922224240809,"control",0,0,"sev.nfert","Nfert",6,2009,20,"0","0","1","0","0","0","0","0"
"330",103.276557776486,"control",0,0,"sev.nfert","Nfert",7,2010,20,"0","0","1","0","0","0","0","0"
"331",12.880937131648,"control",0,0,"sev.nfert","Nfert",8,2011,20,"0","0","1","0","0","0","0","0"
"332",68.6367725507767,"control",0,0,"sev.nfert","Nfert",9,2012,20,"0","0","1","0","0","0","0","0"
"333",305.732074960513,"control",0,0,"sev.nfert","Nfert",10,2013,20,"0","0","1","0","0","0","0","0"
"334",109.556719495529,"control",0,0,"sev.nfert","Nfert",11,2014,20,"0","0","1","0","0","0","0","0"
"335",117.072117694758,"control",0,0,"sev.nfert","Nfert",12,2015,20,"0","0","1","0","0","0","0","0"
"336",148.963111697446,"control",0,0,"sev.nfert","Nfert",13,2016,20,"0","0","1","0","0","0","0","0"
"337",119.357143278632,"control",0,0,"sev.nfert","Nfert",14,2017,20,"0","0","1","0","0","0","0","0"
"338",67.6905773803735,"control",0,0,"sev.nfert","Nfert",15,2018,20,"0","0","1","0","0","0","0","0"
"339",43.9896590575599,"control",0,0,"sev.nfert","Nfert",16,2019,20,"0","0","1","0","0","0","0","0"
"340",84.0242014423077,"control",0,0,"sev.nfert","Nfert",17,2020,20,"0","0","1","0","0","0","0","0"
