"","site_code","project_name","treatment_year","calendar_year","treatment","plot_id","anpp","community_type","block","public","trt_type","n","p","k","precip","successional","pulse","plant_mani"
"731","CDR","BioCON",12,2009,"Camb_Namb","188",598.2,"0","4",1,"control",0,0,0,0,1,0,1
"732","CDR","BioCON",13,2010,"Camb_Namb","188",466.3,"0","4",1,"control",0,0,0,0,1,0,1
"733","CDR","BioCON",14,2011,"Camb_Namb","188",1116.9,"0","4",1,"control",0,0,0,0,1,0,1
"734","CDR","BioCON",15,2012,"Camb_Namb","188",245.6,"0","4",1,"control",0,0,0,0,1,0,1
"735","CDR","BioCON",16,2013,"Camb_Namb","188",398.21,"0","4",1,"control",0,0,0,0,1,0,1
"736","CDR","BioCON",17,2014,"Camb_Namb","188",381.1,"0","4",1,"control",0,0,0,0,1,0,1
"737","CDR","BioCON",18,2015,"Camb_Namb","188",333.7,"0","4",1,"control",0,0,0,0,1,0,1
"738","CDR","BioCON",19,2016,"Camb_Namb","188",454.8,"0","4",1,"control",0,0,0,0,1,0,1
"739","CDR","BioCON",20,2017,"Camb_Namb","188",414.1,"0","4",1,"control",0,0,0,0,1,0,1
"740","CDR","BioCON",21,2018,"Camb_Namb","188",403.83,"0","4",1,"control",0,0,0,0,1,0,1
"741","CDR","BioCON",22,2019,"Camb_Namb","188",407,"0","4",1,"control",0,0,0,0,1,0,1
"742","CDR","BioCON",23,2020,"Camb_Namb","188",651.4,"0","4",1,"control",0,0,0,0,1,0,1
"743","CDR","BioCON",1,1998,"Camb_Namb","201",277.6,"0","4",1,"control",0,0,0,0,1,0,1
"744","CDR","BioCON",2,1999,"Camb_Namb","201",182.73,"0","4",1,"control",0,0,0,0,1,0,1
"745","CDR","BioCON",3,2000,"Camb_Namb","201",188.8,"0","4",1,"control",0,0,0,0,1,0,1
"746","CDR","BioCON",4,2001,"Camb_Namb","201",392.11,"0","4",1,"control",0,0,0,0,1,0,1
"747","CDR","BioCON",5,2002,"Camb_Namb","201",699.44,"0","4",1,"control",0,0,0,0,1,0,1
"748","CDR","BioCON",6,2003,"Camb_Namb","201",247.23,"0","4",1,"control",0,0,0,0,1,0,1
"749","CDR","BioCON",7,2004,"Camb_Namb","201",224.07,"0","4",1,"control",0,0,0,0,1,0,1
"750","CDR","BioCON",8,2005,"Camb_Namb","201",447.1,"0","4",1,"control",0,0,0,0,1,0,1
"751","CDR","BioCON",9,2006,"Camb_Namb","201",389.2,"0","4",1,"control",0,0,0,0,1,0,1
"752","CDR","BioCON",10,2007,"Camb_Namb","201",322.64,"0","4",1,"control",0,0,0,0,1,0,1
"753","CDR","BioCON",11,2008,"Camb_Namb","201",512.3,"0","4",1,"control",0,0,0,0,1,0,1
"754","CDR","BioCON",12,2009,"Camb_Namb","201",382.9,"0","4",1,"control",0,0,0,0,1,0,1
"755","CDR","BioCON",13,2010,"Camb_Namb","201",278.9,"0","4",1,"control",0,0,0,0,1,0,1
"756","CDR","BioCON",14,2011,"Camb_Namb","201",394.3,"0","4",1,"control",0,0,0,0,1,0,1
"757","CDR","BioCON",15,2012,"Camb_Namb","201",221.3,"0","4",1,"control",0,0,0,0,1,0,1
"758","CDR","BioCON",16,2013,"Camb_Namb","201",397.8,"0","4",1,"control",0,0,0,0,1,0,1
"759","CDR","BioCON",17,2014,"Camb_Namb","201",389.4,"0","4",1,"control",0,0,0,0,1,0,1
"760","CDR","BioCON",18,2015,"Camb_Namb","201",359.7,"0","4",1,"control",0,0,0,0,1,0,1
"761","CDR","BioCON",19,2016,"Camb_Namb","201",393.5,"0","4",1,"control",0,0,0,0,1,0,1
"762","CDR","BioCON",20,2017,"Camb_Namb","201",326.4,"0","4",1,"control",0,0,0,0,1,0,1
"763","CDR","BioCON",21,2018,"Camb_Namb","201",403.79,"0","4",1,"control",0,0,0,0,1,0,1
"764","CDR","BioCON",22,2019,"Camb_Namb","201",422.53,"0","4",1,"control",0,0,0,0,1,0,1
"765","CDR","BioCON",23,2020,"Camb_Namb","201",615.2,"0","4",1,"control",0,0,0,0,1,0,1
"766","CDR","BioCON",1,1998,"Camb_Nenrich","205",376,"0","4",1,"N",4,0,0,0,1,0,1
"767","CDR","BioCON",2,1999,"Camb_Nenrich","205",247.09,"0","4",1,"N",4,0,0,0,1,0,1
"768","CDR","BioCON",3,2000,"Camb_Nenrich","205",276.1,"0","4",1,"N",4,0,0,0,1,0,1
"769","CDR","BioCON",4,2001,"Camb_Nenrich","205",204.7,"0","4",1,"N",4,0,0,0,1,0,1
"770","CDR","BioCON",5,2002,"Camb_Nenrich","205",566.11,"0","4",1,"N",4,0,0,0,1,0,1
"771","CDR","BioCON",6,2003,"Camb_Nenrich","205",291,"0","4",1,"N",4,0,0,0,1,0,1
"772","CDR","BioCON",7,2004,"Camb_Nenrich","205",200.2,"0","4",1,"N",4,0,0,0,1,0,1
"773","CDR","BioCON",8,2005,"Camb_Nenrich","205",370.8,"0","4",1,"N",4,0,0,0,1,0,1
"774","CDR","BioCON",9,2006,"Camb_Nenrich","205",597.4,"0","4",1,"N",4,0,0,0,1,0,1
"775","CDR","BioCON",10,2007,"Camb_Nenrich","205",540.64,"0","4",1,"N",4,0,0,0,1,0,1
"776","CDR","BioCON",11,2008,"Camb_Nenrich","205",327.5,"0","4",1,"N",4,0,0,0,1,0,1
"777","CDR","BioCON",12,2009,"Camb_Nenrich","205",363.5,"0","4",1,"N",4,0,0,0,1,0,1
"778","CDR","BioCON",13,2010,"Camb_Nenrich","205",461,"0","4",1,"N",4,0,0,0,1,0,1
"779","CDR","BioCON",14,2011,"Camb_Nenrich","205",570.2,"0","4",1,"N",4,0,0,0,1,0,1
"780","CDR","BioCON",15,2012,"Camb_Nenrich","205",713.1,"0","4",1,"N",4,0,0,0,1,0,1
"781","CDR","BioCON",16,2013,"Camb_Nenrich","205",232.9,"0","4",1,"N",4,0,0,0,1,0,1
"782","CDR","BioCON",17,2014,"Camb_Nenrich","205",773.8,"0","4",1,"N",4,0,0,0,1,0,1
"783","CDR","BioCON",18,2015,"Camb_Nenrich","205",247.2,"0","4",1,"N",4,0,0,0,1,0,1
"784","CDR","BioCON",19,2016,"Camb_Nenrich","205",1128.01,"0","4",1,"N",4,0,0,0,1,0,1
"785","CDR","BioCON",20,2017,"Camb_Nenrich","205",454.9,"0","4",1,"N",4,0,0,0,1,0,1
"786","CDR","BioCON",21,2018,"Camb_Nenrich","205",859.8,"0","4",1,"N",4,0,0,0,1,0,1
"787","CDR","BioCON",22,2019,"Camb_Nenrich","205",239.37,"0","4",1,"N",4,0,0,0,1,0,1
"788","CDR","BioCON",23,2020,"Camb_Nenrich","205",305.4,"0","4",1,"N",4,0,0,0,1,0,1
"789","CDR","BioCON",1,1998,"Camb_Nenrich","213",524.8,"0","4",1,"N",4,0,0,0,1,0,1
"790","CDR","BioCON",2,1999,"Camb_Nenrich","213",320.67,"0","4",1,"N",4,0,0,0,1,0,1
"791","CDR","BioCON",3,2000,"Camb_Nenrich","213",257.6,"0","4",1,"N",4,0,0,0,1,0,1
"792","CDR","BioCON",4,2001,"Camb_Nenrich","213",354.5,"0","4",1,"N",4,0,0,0,1,0,1
"793","CDR","BioCON",5,2002,"Camb_Nenrich","213",205.5,"0","4",1,"N",4,0,0,0,1,0,1
"794","CDR","BioCON",6,2003,"Camb_Nenrich","213",165.5,"0","4",1,"N",4,0,0,0,1,0,1
"795","CDR","BioCON",7,2004,"Camb_Nenrich","213",205.5,"0","4",1,"N",4,0,0,0,1,0,1
"796","CDR","BioCON",8,2005,"Camb_Nenrich","213",498.7,"0","4",1,"N",4,0,0,0,1,0,1
"797","CDR","BioCON",9,2006,"Camb_Nenrich","213",294.3,"0","4",1,"N",4,0,0,0,1,0,1
"798","CDR","BioCON",10,2007,"Camb_Nenrich","213",393.7,"0","4",1,"N",4,0,0,0,1,0,1
"799","CDR","BioCON",11,2008,"Camb_Nenrich","213",285,"0","4",1,"N",4,0,0,0,1,0,1
"800","CDR","BioCON",12,2009,"Camb_Nenrich","213",455.6,"0","4",1,"N",4,0,0,0,1,0,1
"801","CDR","BioCON",13,2010,"Camb_Nenrich","213",821.83,"0","4",1,"N",4,0,0,0,1,0,1
"802","CDR","BioCON",14,2011,"Camb_Nenrich","213",420.01,"0","4",1,"N",4,0,0,0,1,0,1
"803","CDR","BioCON",15,2012,"Camb_Nenrich","213",398.5,"0","4",1,"N",4,0,0,0,1,0,1
"804","CDR","BioCON",16,2013,"Camb_Nenrich","213",427.01,"0","4",1,"N",4,0,0,0,1,0,1
"805","CDR","BioCON",17,2014,"Camb_Nenrich","213",292.54,"0","4",1,"N",4,0,0,0,1,0,1
"806","CDR","BioCON",18,2015,"Camb_Nenrich","213",490.2,"0","4",1,"N",4,0,0,0,1,0,1
"807","CDR","BioCON",19,2016,"Camb_Nenrich","213",623,"0","4",1,"N",4,0,0,0,1,0,1
"808","CDR","BioCON",20,2017,"Camb_Nenrich","213",248.6,"0","4",1,"N",4,0,0,0,1,0,1
"809","CDR","BioCON",21,2018,"Camb_Nenrich","213",480,"0","4",1,"N",4,0,0,0,1,0,1
"810","CDR","BioCON",22,2019,"Camb_Nenrich","213",475.4,"0","4",1,"N",4,0,0,0,1,0,1
"811","CDR","BioCON",23,2020,"Camb_Nenrich","213",397.8631,"0","4",1,"N",4,0,0,0,1,0,1
"812","CDR","BioCON",1,1998,"Camb_Namb","222",406.5,"0","4",1,"control",0,0,0,0,1,0,1
"813","CDR","BioCON",2,1999,"Camb_Namb","222",223.34,"0","4",1,"control",0,0,0,0,1,0,1
"814","CDR","BioCON",3,2000,"Camb_Namb","222",259.3,"0","4",1,"control",0,0,0,0,1,0,1
"815","CDR","BioCON",4,2001,"Camb_Namb","222",500.2,"0","4",1,"control",0,0,0,0,1,0,1
"816","CDR","BioCON",5,2002,"Camb_Namb","222",201.5,"0","4",1,"control",0,0,0,0,1,0,1
"817","CDR","BioCON",6,2003,"Camb_Namb","222",432.4,"0","4",1,"control",0,0,0,0,1,0,1
"818","CDR","BioCON",7,2004,"Camb_Namb","222",278.5,"0","4",1,"control",0,0,0,0,1,0,1
"819","CDR","BioCON",8,2005,"Camb_Namb","222",798.6,"0","4",1,"control",0,0,0,0,1,0,1
"820","CDR","BioCON",9,2006,"Camb_Namb","222",514.22,"0","4",1,"control",0,0,0,0,1,0,1
"821","CDR","BioCON",10,2007,"Camb_Namb","222",270.24,"0","4",1,"control",0,0,0,0,1,0,1
"822","CDR","BioCON",11,2008,"Camb_Namb","222",460.2,"0","4",1,"control",0,0,0,0,1,0,1
"823","CDR","BioCON",12,2009,"Camb_Namb","222",488.8,"0","4",1,"control",0,0,0,0,1,0,1
"824","CDR","BioCON",13,2010,"Camb_Namb","222",370.76,"0","4",1,"control",0,0,0,0,1,0,1
"825","CDR","BioCON",14,2011,"Camb_Namb","222",490,"0","4",1,"control",0,0,0,0,1,0,1
"826","CDR","BioCON",15,2012,"Camb_Namb","222",455.2,"0","4",1,"control",0,0,0,0,1,0,1
"827","CDR","BioCON",16,2013,"Camb_Namb","222",380.12,"0","4",1,"control",0,0,0,0,1,0,1
"828","CDR","BioCON",17,2014,"Camb_Namb","222",257.9,"0","4",1,"control",0,0,0,0,1,0,1
"829","CDR","BioCON",18,2015,"Camb_Namb","222",703.42,"0","4",1,"control",0,0,0,0,1,0,1
"830","CDR","BioCON",19,2016,"Camb_Namb","222",384.9,"0","4",1,"control",0,0,0,0,1,0,1
"831","CDR","BioCON",20,2017,"Camb_Namb","222",167.4,"0","4",1,"control",0,0,0,0,1,0,1
"832","CDR","BioCON",21,2018,"Camb_Namb","222",376.82,"0","4",1,"control",0,0,0,0,1,0,1
"833","CDR","BioCON",22,2019,"Camb_Namb","222",561.9,"0","4",1,"control",0,0,0,0,1,0,1
"834","CDR","BioCON",23,2020,"Camb_Namb","222",585.7,"0","4",1,"control",0,0,0,0,1,0,1
"835","CDR","BioCON",1,1998,"Camb_Nenrich","234",471.39,"0","4",1,"N",4,0,0,0,1,0,1
"836","CDR","BioCON",2,1999,"Camb_Nenrich","234",319.5,"0","4",1,"N",4,0,0,0,1,0,1
"837","CDR","BioCON",3,2000,"Camb_Nenrich","234",299.7,"0","4",1,"N",4,0,0,0,1,0,1
"838","CDR","BioCON",4,2001,"Camb_Nenrich","234",522.1,"0","4",1,"N",4,0,0,0,1,0,1
"839","CDR","BioCON",5,2002,"Camb_Nenrich","234",318.41,"0","4",1,"N",4,0,0,0,1,0,1
"840","CDR","BioCON",6,2003,"Camb_Nenrich","234",311.5,"0","4",1,"N",4,0,0,0,1,0,1
"841","CDR","BioCON",7,2004,"Camb_Nenrich","234",436.8,"0","4",1,"N",4,0,0,0,1,0,1
"842","CDR","BioCON",8,2005,"Camb_Nenrich","234",398.6,"0","4",1,"N",4,0,0,0,1,0,1
"843","CDR","BioCON",9,2006,"Camb_Nenrich","234",318.4,"0","4",1,"N",4,0,0,0,1,0,1
"844","CDR","BioCON",10,2007,"Camb_Nenrich","234",238.8,"0","4",1,"N",4,0,0,0,1,0,1
"845","CDR","BioCON",11,2008,"Camb_Nenrich","234",251,"0","4",1,"N",4,0,0,0,1,0,1
"846","CDR","BioCON",12,2009,"Camb_Nenrich","234",344.7,"0","4",1,"N",4,0,0,0,1,0,1
"847","CDR","BioCON",13,2010,"Camb_Nenrich","234",507.1,"0","4",1,"N",4,0,0,0,1,0,1
"848","CDR","BioCON",14,2011,"Camb_Nenrich","234",435.9,"0","4",1,"N",4,0,0,0,1,0,1
"849","CDR","BioCON",15,2012,"Camb_Nenrich","234",266.7,"0","4",1,"N",4,0,0,0,1,0,1
"850","CDR","BioCON",16,2013,"Camb_Nenrich","234",714.3,"0","4",1,"N",4,0,0,0,1,0,1
"851","CDR","BioCON",17,2014,"Camb_Nenrich","234",238,"0","4",1,"N",4,0,0,0,1,0,1
"852","CDR","BioCON",18,2015,"Camb_Nenrich","234",1645.53,"0","4",1,"N",4,0,0,0,1,0,1
"853","CDR","BioCON",19,2016,"Camb_Nenrich","234",647.9,"0","4",1,"N",4,0,0,0,1,0,1
"854","CDR","BioCON",20,2017,"Camb_Nenrich","234",272.3,"0","4",1,"N",4,0,0,0,1,0,1
"855","CDR","BioCON",21,2018,"Camb_Nenrich","234",474.7,"0","4",1,"N",4,0,0,0,1,0,1
"856","CDR","BioCON",22,2019,"Camb_Nenrich","234",699.98,"0","4",1,"N",4,0,0,0,1,0,1
"857","CDR","BioCON",23,2020,"Camb_Nenrich","234",532.8,"0","4",1,"N",4,0,0,0,1,0,1
"858","CDR","BioCON",1,1998,"Camb_Nenrich","236",338.85,"0","4",1,"N",4,0,0,0,1,0,1
"859","CDR","BioCON",2,1999,"Camb_Nenrich","236",199.06,"0","4",1,"N",4,0,0,0,1,0,1
"860","CDR","BioCON",3,2000,"Camb_Nenrich","236",279.3,"0","4",1,"N",4,0,0,0,1,0,1
"861","CDR","BioCON",4,2001,"Camb_Nenrich","236",403.35,"0","4",1,"N",4,0,0,0,1,0,1
"862","CDR","BioCON",5,2002,"Camb_Nenrich","236",200.1,"0","4",1,"N",4,0,0,0,1,0,1
"863","CDR","BioCON",6,2003,"Camb_Nenrich","236",465.2,"0","4",1,"N",4,0,0,0,1,0,1
"864","CDR","BioCON",7,2004,"Camb_Nenrich","236",404.2,"0","4",1,"N",4,0,0,0,1,0,1
"865","CDR","BioCON",8,2005,"Camb_Nenrich","236",294.2,"0","4",1,"N",4,0,0,0,1,0,1
"866","CDR","BioCON",9,2006,"Camb_Nenrich","236",347,"0","4",1,"N",4,0,0,0,1,0,1
"867","CDR","BioCON",10,2007,"Camb_Nenrich","236",576.06,"0","4",1,"N",4,0,0,0,1,0,1
"868","CDR","BioCON",11,2008,"Camb_Nenrich","236",258.82,"0","4",1,"N",4,0,0,0,1,0,1
"869","CDR","BioCON",12,2009,"Camb_Nenrich","236",236,"0","4",1,"N",4,0,0,0,1,0,1
"870","CDR","BioCON",13,2010,"Camb_Nenrich","236",471.85,"0","4",1,"N",4,0,0,0,1,0,1
"871","CDR","BioCON",14,2011,"Camb_Nenrich","236",418.73,"0","4",1,"N",4,0,0,0,1,0,1
"872","CDR","BioCON",15,2012,"Camb_Nenrich","236",259.2,"0","4",1,"N",4,0,0,0,1,0,1
"873","CDR","BioCON",16,2013,"Camb_Nenrich","236",517.9,"0","4",1,"N",4,0,0,0,1,0,1
"874","CDR","BioCON",17,2014,"Camb_Nenrich","236",373.65,"0","4",1,"N",4,0,0,0,1,0,1
"875","CDR","BioCON",18,2015,"Camb_Nenrich","236",953.1,"0","4",1,"N",4,0,0,0,1,0,1
"876","CDR","BioCON",19,2016,"Camb_Nenrich","236",797.84,"0","4",1,"N",4,0,0,0,1,0,1
"877","CDR","BioCON",20,2017,"Camb_Nenrich","236",169.1,"0","4",1,"N",4,0,0,0,1,0,1
"878","CDR","BioCON",21,2018,"Camb_Nenrich","236",866.37,"0","4",1,"N",4,0,0,0,1,0,1
"879","CDR","BioCON",22,2019,"Camb_Nenrich","236",609.4,"0","4",1,"N",4,0,0,0,1,0,1
"880","CDR","BioCON",23,2020,"Camb_Nenrich","236",722.5,"0","4",1,"N",4,0,0,0,1,0,1
"881","CDR","BioCON",1,1998,"Camb_Namb","306",532.6,"0","6",1,"control",0,0,0,0,1,0,1
"882","CDR","BioCON",2,1999,"Camb_Namb","306",193.6,"0","6",1,"control",0,0,0,0,1,0,1
"883","CDR","BioCON",3,2000,"Camb_Namb","306",715.19,"0","6",1,"control",0,0,0,0,1,0,1
"884","CDR","BioCON",4,2001,"Camb_Namb","306",374.5,"0","6",1,"control",0,0,0,0,1,0,1
"885","CDR","BioCON",5,2002,"Camb_Namb","306",355.6,"0","6",1,"control",0,0,0,0,1,0,1
"886","CDR","BioCON",6,2003,"Camb_Namb","306",280.1,"0","6",1,"control",0,0,0,0,1,0,1
"887","CDR","BioCON",7,2004,"Camb_Namb","306",300.1,"0","6",1,"control",0,0,0,0,1,0,1
"888","CDR","BioCON",8,2005,"Camb_Namb","306",647.8,"0","6",1,"control",0,0,0,0,1,0,1
"889","CDR","BioCON",9,2006,"Camb_Namb","306",207.7,"0","6",1,"control",0,0,0,0,1,0,1
"890","CDR","BioCON",10,2007,"Camb_Namb","306",267.6,"0","6",1,"control",0,0,0,0,1,0,1
"891","CDR","BioCON",11,2008,"Camb_Namb","306",388.7,"0","6",1,"control",0,0,0,0,1,0,1
"892","CDR","BioCON",12,2009,"Camb_Namb","306",340.9,"0","6",1,"control",0,0,0,0,1,0,1
"893","CDR","BioCON",13,2010,"Camb_Namb","306",459.3,"0","6",1,"control",0,0,0,0,1,0,1
"894","CDR","BioCON",14,2011,"Camb_Namb","306",334.1,"0","6",1,"control",0,0,0,0,1,0,1
"895","CDR","BioCON",15,2012,"Camb_Namb","306",203.1,"0","6",1,"control",0,0,0,0,1,0,1
"896","CDR","BioCON",16,2013,"Camb_Namb","306",493.371,"0","6",1,"control",0,0,0,0,1,0,1
"897","CDR","BioCON",17,2014,"Camb_Namb","306",397.94,"0","6",1,"control",0,0,0,0,1,0,1
"898","CDR","BioCON",18,2015,"Camb_Namb","306",835.45,"0","6",1,"control",0,0,0,0,1,0,1
"899","CDR","BioCON",19,2016,"Camb_Namb","306",298.7,"0","6",1,"control",0,0,0,0,1,0,1
"900","CDR","BioCON",20,2017,"Camb_Namb","306",372.2,"0","6",1,"control",0,0,0,0,1,0,1
"901","CDR","BioCON",21,2018,"Camb_Namb","306",166.71,"0","6",1,"control",0,0,0,0,1,0,1
"902","CDR","BioCON",22,2019,"Camb_Namb","306",654.1,"0","6",1,"control",0,0,0,0,1,0,1
"903","CDR","BioCON",23,2020,"Camb_Namb","306",605.4675,"0","6",1,"control",0,0,0,0,1,0,1
"904","CDR","BioCON",1,1998,"Camb_Nenrich","307",518.2,"0","6",1,"N",4,0,0,0,1,0,1
"905","CDR","BioCON",2,1999,"Camb_Nenrich","307",154.5,"0","6",1,"N",4,0,0,0,1,0,1
"906","CDR","BioCON",3,2000,"Camb_Nenrich","307",398.2,"0","6",1,"N",4,0,0,0,1,0,1
"907","CDR","BioCON",4,2001,"Camb_Nenrich","307",363.5,"0","6",1,"N",4,0,0,0,1,0,1
"908","CDR","BioCON",5,2002,"Camb_Nenrich","307",344.97,"0","6",1,"N",4,0,0,0,1,0,1
"909","CDR","BioCON",6,2003,"Camb_Nenrich","307",424.9,"0","6",1,"N",4,0,0,0,1,0,1
"910","CDR","BioCON",7,2004,"Camb_Nenrich","307",251.8,"0","6",1,"N",4,0,0,0,1,0,1
"911","CDR","BioCON",8,2005,"Camb_Nenrich","307",466.3,"0","6",1,"N",4,0,0,0,1,0,1
"912","CDR","BioCON",9,2006,"Camb_Nenrich","307",208.9,"0","6",1,"N",4,0,0,0,1,0,1
"913","CDR","BioCON",10,2007,"Camb_Nenrich","307",210.4,"0","6",1,"N",4,0,0,0,1,0,1
"914","CDR","BioCON",11,2008,"Camb_Nenrich","307",312.2,"0","6",1,"N",4,0,0,0,1,0,1
"915","CDR","BioCON",12,2009,"Camb_Nenrich","307",343.3,"0","6",1,"N",4,0,0,0,1,0,1
"916","CDR","BioCON",13,2010,"Camb_Nenrich","307",430.87,"0","6",1,"N",4,0,0,0,1,0,1
"917","CDR","BioCON",14,2011,"Camb_Nenrich","307",243.7,"0","6",1,"N",4,0,0,0,1,0,1
"918","CDR","BioCON",15,2012,"Camb_Nenrich","307",601.6,"0","6",1,"N",4,0,0,0,1,0,1
"919","CDR","BioCON",16,2013,"Camb_Nenrich","307",418.54,"0","6",1,"N",4,0,0,0,1,0,1
"920","CDR","BioCON",17,2014,"Camb_Nenrich","307",456.601,"0","6",1,"N",4,0,0,0,1,0,1
"921","CDR","BioCON",18,2015,"Camb_Nenrich","307",609.601,"0","6",1,"N",4,0,0,0,1,0,1
"922","CDR","BioCON",19,2016,"Camb_Nenrich","307",1183.9,"0","6",1,"N",4,0,0,0,1,0,1
"923","CDR","BioCON",20,2017,"Camb_Nenrich","307",250.5,"0","6",1,"N",4,0,0,0,1,0,1
"924","CDR","BioCON",21,2018,"Camb_Nenrich","307",1540.46,"0","6",1,"N",4,0,0,0,1,0,1
"925","CDR","BioCON",22,2019,"Camb_Nenrich","307",400.1,"0","6",1,"N",4,0,0,0,1,0,1
"926","CDR","BioCON",23,2020,"Camb_Nenrich","307",236.7456,"0","6",1,"N",4,0,0,0,1,0,1
"927","CDR","BioCON",1,1998,"Camb_Nenrich","311",455.1,"0","6",1,"N",4,0,0,0,1,0,1
"928","CDR","BioCON",2,1999,"Camb_Nenrich","311",171.3,"0","6",1,"N",4,0,0,0,1,0,1
"929","CDR","BioCON",3,2000,"Camb_Nenrich","311",215.09,"0","6",1,"N",4,0,0,0,1,0,1
"930","CDR","BioCON",4,2001,"Camb_Nenrich","311",449,"0","6",1,"N",4,0,0,0,1,0,1
"931","CDR","BioCON",5,2002,"Camb_Nenrich","311",402.7,"0","6",1,"N",4,0,0,0,1,0,1
"932","CDR","BioCON",6,2003,"Camb_Nenrich","311",285.4,"0","6",1,"N",4,0,0,0,1,0,1
"933","CDR","BioCON",7,2004,"Camb_Nenrich","311",359.6,"0","6",1,"N",4,0,0,0,1,0,1
"934","CDR","BioCON",8,2005,"Camb_Nenrich","311",359.2,"0","6",1,"N",4,0,0,0,1,0,1
"935","CDR","BioCON",9,2006,"Camb_Nenrich","311",297.43,"0","6",1,"N",4,0,0,0,1,0,1
"936","CDR","BioCON",10,2007,"Camb_Nenrich","311",338.4,"0","6",1,"N",4,0,0,0,1,0,1
"937","CDR","BioCON",11,2008,"Camb_Nenrich","311",427.9,"0","6",1,"N",4,0,0,0,1,0,1
"938","CDR","BioCON",12,2009,"Camb_Nenrich","311",737.4,"0","6",1,"N",4,0,0,0,1,0,1
"939","CDR","BioCON",13,2010,"Camb_Nenrich","311",429.6,"0","6",1,"N",4,0,0,0,1,0,1
"940","CDR","BioCON",14,2011,"Camb_Nenrich","311",516.22,"0","6",1,"N",4,0,0,0,1,0,1
"941","CDR","BioCON",15,2012,"Camb_Nenrich","311",335.6,"0","6",1,"N",4,0,0,0,1,0,1
"942","CDR","BioCON",16,2013,"Camb_Nenrich","311",298.82,"0","6",1,"N",4,0,0,0,1,0,1
"943","CDR","BioCON",17,2014,"Camb_Nenrich","311",681.9,"0","6",1,"N",4,0,0,0,1,0,1
"944","CDR","BioCON",18,2015,"Camb_Nenrich","311",838.3,"0","6",1,"N",4,0,0,0,1,0,1
"945","CDR","BioCON",19,2016,"Camb_Nenrich","311",684.3,"0","6",1,"N",4,0,0,0,1,0,1
"946","CDR","BioCON",20,2017,"Camb_Nenrich","311",412.47,"0","6",1,"N",4,0,0,0,1,0,1
"947","CDR","BioCON",21,2018,"Camb_Nenrich","311",1048.9,"0","6",1,"N",4,0,0,0,1,0,1
"948","CDR","BioCON",22,2019,"Camb_Nenrich","311",479.8,"0","6",1,"N",4,0,0,0,1,0,1
"949","CDR","BioCON",23,2020,"Camb_Nenrich","311",851.9,"0","6",1,"N",4,0,0,0,1,0,1
"950","CDR","BioCON",1,1998,"Camb_Nenrich","321",484.8,"0","6",1,"N",4,0,0,0,1,0,1
"951","CDR","BioCON",2,1999,"Camb_Nenrich","321",261.1,"0","6",1,"N",4,0,0,0,1,0,1
"952","CDR","BioCON",3,2000,"Camb_Nenrich","321",228.08,"0","6",1,"N",4,0,0,0,1,0,1
"953","CDR","BioCON",4,2001,"Camb_Nenrich","321",572.96,"0","6",1,"N",4,0,0,0,1,0,1
"954","CDR","BioCON",5,2002,"Camb_Nenrich","321",397.6,"0","6",1,"N",4,0,0,0,1,0,1
"955","CDR","BioCON",6,2003,"Camb_Nenrich","321",474.8,"0","6",1,"N",4,0,0,0,1,0,1
"956","CDR","BioCON",7,2004,"Camb_Nenrich","321",436.4,"0","6",1,"N",4,0,0,0,1,0,1
"957","CDR","BioCON",8,2005,"Camb_Nenrich","321",338.2,"0","6",1,"N",4,0,0,0,1,0,1
"958","CDR","BioCON",9,2006,"Camb_Nenrich","321",469.3,"0","6",1,"N",4,0,0,0,1,0,1
"959","CDR","BioCON",10,2007,"Camb_Nenrich","321",291.4,"0","6",1,"N",4,0,0,0,1,0,1
"960","CDR","BioCON",11,2008,"Camb_Nenrich","321",483.4,"0","6",1,"N",4,0,0,0,1,0,1
"961","CDR","BioCON",12,2009,"Camb_Nenrich","321",475.1,"0","6",1,"N",4,0,0,0,1,0,1
"962","CDR","BioCON",13,2010,"Camb_Nenrich","321",259.2,"0","6",1,"N",4,0,0,0,1,0,1
"963","CDR","BioCON",14,2011,"Camb_Nenrich","321",680.9,"0","6",1,"N",4,0,0,0,1,0,1
"964","CDR","BioCON",15,2012,"Camb_Nenrich","321",147.2,"0","6",1,"N",4,0,0,0,1,0,1
"965","CDR","BioCON",16,2013,"Camb_Nenrich","321",906.2,"0","6",1,"N",4,0,0,0,1,0,1
"966","CDR","BioCON",17,2014,"Camb_Nenrich","321",1030.24,"0","6",1,"N",4,0,0,0,1,0,1
"967","CDR","BioCON",18,2015,"Camb_Nenrich","321",572.28,"0","6",1,"N",4,0,0,0,1,0,1
"968","CDR","BioCON",19,2016,"Camb_Nenrich","321",615.54,"0","6",1,"N",4,0,0,0,1,0,1
"969","CDR","BioCON",20,2017,"Camb_Nenrich","321",608.5,"0","6",1,"N",4,0,0,0,1,0,1
"970","CDR","BioCON",21,2018,"Camb_Nenrich","321",836.3,"0","6",1,"N",4,0,0,0,1,0,1
"971","CDR","BioCON",22,2019,"Camb_Nenrich","321",898.1,"0","6",1,"N",4,0,0,0,1,0,1
"972","CDR","BioCON",23,2020,"Camb_Nenrich","321",431.7,"0","6",1,"N",4,0,0,0,1,0,1
"973","CDR","BioCON",1,1998,"Camb_Namb","344",409.4,"0","6",1,"control",0,0,0,0,1,0,1
