,site_code,project_name,community_type,exp_year,treatment_year,calendar_year,treatment,trt_type,mean_change,S_PC,abs_S_PC,expH_PC,experiment_length,rrich,anpp,MAT,MAP
1,Alberta,CCD,0,Alberta::CCD::0,3,2009,CN-,drought,0.340191057,-0.131578947,0.131578947,0.044009465,3,41.23956597,191,1,430
2,Alberta,CCD,0,Alberta::CCD::0,3,2009,CN+,irr,0.241958201,-0.057017544,0.057017544,0.106307053,3,41.23956597,191,1,430
3,Alberta,CCD,0,Alberta::CCD::0,2,2008,CN-,drought,0.265187553,-0.181818182,0.181818182,-0.04996298,3,41.23956597,191,1,430
4,Alberta,CCD,0,Alberta::CCD::0,2,2008,CN+,irr,0.182937014,-0.071969697,0.071969697,0.053249905,3,41.23956597,191,1,430
5,Alberta,CCD,0,Alberta::CCD::0,1,2007,CN-,drought,0.209289125,-0.222222222,0.222222222,-0.145434004,3,41.23956597,191,1,430
6,Alberta,CCD,0,Alberta::CCD::0,1,2007,CN+,irr,0.203568056,-0.111111111,0.111111111,-0.03125742,3,41.23956597,191,1,430
7,ANG,watering,0,ANG::watering::0,13,2013,S,irr,0.551081391,-0.45,0.45,-0.52763769,13,42.52746528,175.9914971,10,1526
8,ANG,watering,0,ANG::watering::0,13,2013,W,irr,0.151675448,-0.1125,0.1125,-0.03943693,13,42.52746528,175.9914971,10,1526
9,ANG,watering,0,ANG::watering::0,12,2012,S,irr,0.54217634,-0.166666667,0.166666667,-0.104115114,13,42.52746528,175.9914971,10,1526
10,ANG,watering,0,ANG::watering::0,12,2012,W,irr,0.163384137,0,0,0.148608989,13,42.52746528,175.9914971,10,1526
11,ANG,watering,0,ANG::watering::0,11,2011,S,irr,0.440942722,-0.350649351,0.350649351,-0.569088918,13,42.52746528,175.9914971,10,1526
12,ANG,watering,0,ANG::watering::0,11,2011,W,irr,0.158465492,0.077922078,0.077922078,0.171592457,13,42.52746528,175.9914971,10,1526
13,ANG,watering,0,ANG::watering::0,10,2010,S,irr,0.532559714,-0.408333333,0.408333333,-0.67873914,13,42.52746528,175.9914971,10,1526
14,ANG,watering,0,ANG::watering::0,10,2010,W,irr,0.269681853,-0.083333333,0.083333333,-0.10649452,13,42.52746528,175.9914971,10,1526
15,ANG,watering,0,ANG::watering::0,9,2009,S,irr,0.451432773,0.012345679,0.012345679,-0.12940512,13,42.52746528,175.9914971,10,1526
16,ANG,watering,0,ANG::watering::0,9,2009,W,irr,0.307929937,0.172839506,0.172839506,0.151431413,13,42.52746528,175.9914971,10,1526
17,ANG,watering,0,ANG::watering::0,8,2008,S,irr,0.442815326,-0.117021277,0.117021277,-0.323867201,13,42.52746528,175.9914971,10,1526
18,ANG,watering,0,ANG::watering::0,8,2008,W,irr,0.265924794,0.095744681,0.095744681,0.125375267,13,42.52746528,175.9914971,10,1526
19,ANG,watering,0,ANG::watering::0,7,2007,S,irr,0.39640999,0.026315789,0.026315789,-0.221475159,13,42.52746528,175.9914971,10,1526
20,ANG,watering,0,ANG::watering::0,7,2007,W,irr,0.230280497,0.223684211,0.223684211,0.12868852,13,42.52746528,175.9914971,10,1526
21,ANG,watering,0,ANG::watering::0,6,2006,S,irr,0.403493804,0.104166667,0.104166667,0.209135014,13,42.52746528,175.9914971,10,1526
22,ANG,watering,0,ANG::watering::0,6,2006,W,irr,0.351415974,0.104166667,0.104166667,0.097862991,13,42.52746528,175.9914971,10,1526
23,ANG,watering,0,ANG::watering::0,5,2005,S,irr,0.4109047,-0.026666667,0.026666667,-0.026334731,13,42.52746528,175.9914971,10,1526
24,ANG,watering,0,ANG::watering::0,5,2005,W,irr,0.287095757,0.053333333,0.053333333,0.313410052,13,42.52746528,175.9914971,10,1526
25,ANG,watering,0,ANG::watering::0,4,2004,S,irr,0.353748889,-0.125,0.125,-0.037277908,13,42.52746528,175.9914971,10,1526
26,ANG,watering,0,ANG::watering::0,4,2004,W,irr,0.243292106,0.027777778,0.027777778,0.183592779,13,42.52746528,175.9914971,10,1526
27,ANG,watering,0,ANG::watering::0,3,2003,S,irr,0.219029804,0.181818182,0.181818182,0.043602926,13,42.52746528,175.9914971,10,1526
28,ANG,watering,0,ANG::watering::0,3,2003,W,irr,0.177995015,0.025974026,0.025974026,0.037906684,13,42.52746528,175.9914971,10,1526
29,ANG,watering,0,ANG::watering::0,2,2002,S,irr,0.360035165,0.042253521,0.042253521,0.045868581,13,42.52746528,175.9914971,10,1526
30,ANG,watering,0,ANG::watering::0,2,2002,W,irr,0.273571709,0.084507042,0.084507042,0.086504435,13,42.52746528,175.9914971,10,1526
31,ASGA,clonal,0,ASGA::clonal::0,10,2011,mixed_LP,N,0.72327226,-0.515306122,0.515306122,-0.608465142,10,73.52946181,210.9063889,8,940
32,ASGA,clonal,0,ASGA::clonal::0,10,2011,mixed_SP,N,0.819749188,-0.785714286,0.785714286,-0.724451408,10,73.52946181,210.9063889,8,940
33,ASGA,clonal,0,ASGA::clonal::0,10,2011,mixed_UN,N,0.852426912,-0.775510204,0.775510204,-0.756467608,10,73.52946181,210.9063889,8,940
34,ASGA,clonal,0,ASGA::clonal::0,7,2008,mixed_LP,N,0.368756859,-0.207100592,0.207100592,-0.197346402,10,73.52946181,210.9063889,8,940
35,ASGA,clonal,0,ASGA::clonal::0,7,2008,mixed_SP,N,0.511132365,-0.295857988,0.295857988,-0.227987457,10,73.52946181,210.9063889,8,940
36,ASGA,clonal,0,ASGA::clonal::0,7,2008,mixed_UN,N,0.597147543,-0.307692308,0.307692308,-0.356133638,10,73.52946181,210.9063889,8,940
37,ASGA,clonal,0,ASGA::clonal::0,5,2006,mixed_LP,N,0.464856481,-0.20855615,0.20855615,0.053855375,10,73.52946181,210.9063889,8,940
38,ASGA,clonal,0,ASGA::clonal::0,5,2006,mixed_SP,N,0.536035183,-0.219251337,0.219251337,0.071198378,10,73.52946181,210.9063889,8,940
39,ASGA,clonal,0,ASGA::clonal::0,5,2006,mixed_UN,N,0.531903539,-0.256684492,0.256684492,0.13445755,10,73.52946181,210.9063889,8,940
40,ASGA,Exp1,0,ASGA::Exp1::0,8,2007,1_0_PA,N,0.561162005,0,0,-0.094775678,8,73.5778706,140.6588333,8,940
41,ASGA,Exp1,0,ASGA::Exp1::0,8,2007,1_0_UN,N,0.559313538,-0.105882353,0.105882353,-0.072837411,8,73.5778706,140.6588333,8,940
42,ASGA,Exp1,0,ASGA::Exp1::0,6,2005,1_0_PA,N,0.581628078,-0.090909091,0.090909091,-0.326252001,8,73.5778706,140.6588333,8,940
43,ASGA,Exp1,0,ASGA::Exp1::0,6,2005,1_0_UN,N,0.56934799,-0.12987013,0.12987013,-0.212579272,8,73.5778706,140.6588333,8,940
44,ASGA,Exp1,0,ASGA::Exp1::0,4,2003,1_0_PA,N,0.359168179,-0.075,0.075,-0.04293379,8,73.5778706,140.6588333,8,940
45,ASGA,Exp1,0,ASGA::Exp1::0,4,2003,1_0_UN,N,0.413581231,-0.05,0.05,0.031150749,8,73.5778706,140.6588333,8,940
46,ASGA,Exp1,0,ASGA::Exp1::0,3,2002,1_0_PA,N,0.423269707,0.014285714,0.014285714,0.189221772,8,73.5778706,140.6588333,8,940
47,ASGA,Exp1,0,ASGA::Exp1::0,3,2002,1_0_UN,N,0.473113026,-0.028571429,0.028571429,-0.04415701,8,73.5778706,140.6588333,8,940
48,ASGA,Exp1,0,ASGA::Exp1::0,2,2001,1_0_PA,N,0.402486825,-0.076923077,0.076923077,0.183546247,8,73.5778706,140.6588333,8,940
49,ASGA,Exp1,0,ASGA::Exp1::0,2,2001,1_0_UN,N,0.465640548,0.012820513,0.012820513,0.092854835,8,73.5778706,140.6588333,8,940
50,AZI,NitPhos,0,AZI::NitPhos::0,4,2014,N1P0,N,0.321372279,-0.268817204,0.268817204,-0.233088543,4,67.69214313,419.7150889,1,681
51,AZI,NitPhos,0,AZI::NitPhos::0,4,2014,N2P0,N,0.468372073,-0.311827957,0.311827957,-0.388678474,4,67.69214313,419.7150889,1,681
52,AZI,NitPhos,0,AZI::NitPhos::0,4,2014,N3P0,N,0.437081876,-0.365591398,0.365591398,-0.395623385,4,67.69214313,419.7150889,1,681
53,AZI,NitPhos,0,AZI::NitPhos::0,3,2013,N1P0,N,0.314663178,-0.197802198,0.197802198,-0.291798124,4,67.69214313,419.7150889,1,681
54,AZI,NitPhos,0,AZI::NitPhos::0,3,2013,N2P0,N,0.304974961,-0.269230769,0.269230769,-0.363986158,4,67.69214313,419.7150889,1,681
55,AZI,NitPhos,0,AZI::NitPhos::0,3,2013,N3P0,N,0.437444746,-0.335164835,0.335164835,-0.488176665,4,67.69214313,419.7150889,1,681
56,AZI,NitPhos,0,AZI::NitPhos::0,2,2012,N1P0,N,0.230011906,-0.074111675,0.074111675,0.038711827,4,67.69214313,419.7150889,1,681
57,AZI,NitPhos,0,AZI::NitPhos::0,2,2012,N2P0,N,0.186276842,-0.116751269,0.116751269,-0.124284626,4,67.69214313,419.7150889,1,681
58,AZI,NitPhos,0,AZI::NitPhos::0,2,2012,N3P0,N,0.31885087,-0.162436548,0.162436548,-0.185954555,4,67.69214313,419.7150889,1,681
59,BAY,LIND,0,BAY::LIND::0,3,2012,rain_rich16,irr,0.375608666,0,0,0.058080283,3,51.28729167,647.6666667,8,674
60,BAY,LIND,0,BAY::LIND::0,2,2011,rain_rich16,irr,0.247295235,-0.173913043,0.173913043,-0.14486535,3,51.28729167,647.6666667,8,674
61,BAY,LIND,0,BAY::LIND::0,1,2010,rain_rich16,irr,0.278330762,-0.12,0.12,0.028748349,3,51.28729167,647.6666667,8,674
62,Bt,EVENT2,0,Bt::EVENT2::0,5,2012,CM-N1,precip_vari,0.213101612,-0.046875,0.046875,-0.033121025,5,53.49755787,612.476,8,674
63,Bt,EVENT2,0,Bt::EVENT2::0,5,2012,D1-N1,precip_vari,0.154057081,0.078125,0.078125,-0.108937717,5,53.49755787,612.476,8,674
64,Bt,EVENT2,0,Bt::EVENT2::0,5,2012,D2-N1,precip_vari,0.207788339,-0.015625,0.015625,-0.184326032,5,53.49755787,612.476,8,674
65,Bt,EVENT2,0,Bt::EVENT2::0,4,2011,CM-N1,precip_vari,0.283656063,-0.098360656,0.098360656,0.369224234,5,53.49755787,612.476,8,674
66,Bt,EVENT2,0,Bt::EVENT2::0,4,2011,D1-N1,precip_vari,0.29850265,-0.06557377,0.06557377,0.231029365,5,53.49755787,612.476,8,674
67,Bt,EVENT2,0,Bt::EVENT2::0,4,2011,D2-N1,precip_vari,0.162811218,-0.098360656,0.098360656,0.01220779,5,53.49755787,612.476,8,674
68,Bt,EVENT2,0,Bt::EVENT2::0,3,2010,CM-N1,precip_vari,0.212639809,-0.016129032,0.016129032,0.251632881,5,53.49755787,612.476,8,674
69,Bt,EVENT2,0,Bt::EVENT2::0,3,2010,D1-N1,precip_vari,0.243506634,0.032258065,0.032258065,0.243028609,5,53.49755787,612.476,8,674
70,Bt,EVENT2,0,Bt::EVENT2::0,3,2010,D2-N1,precip_vari,0.131673718,0.112903226,0.112903226,0.111895599,5,53.49755787,612.476,8,674
71,Bt,EVENT2,0,Bt::EVENT2::0,2,2009,CM-N1,precip_vari,0.190645771,-0.029850746,0.029850746,0.018118551,5,53.49755787,612.476,8,674
72,Bt,EVENT2,0,Bt::EVENT2::0,2,2009,D1-N1,precip_vari,0.152597085,0.119402985,0.119402985,0.129368803,5,53.49755787,612.476,8,674
73,Bt,EVENT2,0,Bt::EVENT2::0,2,2009,D2-N1,precip_vari,0.112438721,0.074626866,0.074626866,0.037947696,5,53.49755787,612.476,8,674
74,Bt,EVENT2,0,Bt::EVENT2::0,1,2008,CM-N1,precip_vari,0.173090206,0.090909091,0.090909091,0.114795988,5,53.49755787,612.476,8,674
75,Bt,EVENT2,0,Bt::EVENT2::0,1,2008,D1-N1,precip_vari,0.260092909,-0.045454545,0.045454545,0.178085995,5,53.49755787,612.476,8,674
76,Bt,EVENT2,0,Bt::EVENT2::0,1,2008,D2-N1,precip_vari,0.145934049,0.106060606,0.106060606,0.113680465,5,53.49755787,612.476,8,674
77,BUX,PQ,0,BUX::PQ::0,16,2009,dry,drought,0.334159686,-0.180851064,0.180851064,-0.266270038,16,56.62135417,380,8,1146
78,BUX,PQ,0,BUX::PQ::0,16,2009,wet,irr,0.14572465,0,0,0.006316125,16,56.62135417,380,8,1146
79,BUX,PQ,0,BUX::PQ::0,13,2006,dry,drought,0.101080933,-0.033333333,0.033333333,-0.076444925,16,56.62135417,380,8,1146
80,BUX,PQ,0,BUX::PQ::0,13,2006,wet,irr,0.161698128,0.133333333,0.133333333,0.103047118,16,56.62135417,380,8,1146
81,BUX,PQ,0,BUX::PQ::0,11,2004,dry,drought,0.330888445,-0.171428571,0.171428571,-0.244141603,16,56.62135417,380,8,1146
82,BUX,PQ,0,BUX::PQ::0,11,2004,wet,irr,0.239520535,0,0,-0.02153542,16,56.62135417,380,8,1146
83,BUX,PQ,0,BUX::PQ::0,10,2003,dry,drought,0.402018493,-0.191919192,0.191919192,-0.38534653,16,56.62135417,380,8,1146
84,BUX,PQ,0,BUX::PQ::0,10,2003,wet,irr,0.187158285,0.090909091,0.090909091,0.055719134,16,56.62135417,380,8,1146
85,BUX,PQ,0,BUX::PQ::0,9,2002,dry,drought,0.412246675,-0.133333333,0.133333333,-0.446167539,16,56.62135417,380,8,1146
86,BUX,PQ,0,BUX::PQ::0,9,2002,wet,irr,0.171038729,0.019047619,0.019047619,-0.084072768,16,56.62135417,380,8,1146
87,BUX,PQ,0,BUX::PQ::0,8,2001,dry,drought,0.389951737,-0.054347826,0.054347826,-0.276108211,16,56.62135417,380,8,1146
88,BUX,PQ,0,BUX::PQ::0,8,2001,wet,irr,0.1829827,0.119565217,0.119565217,0.148499471,16,56.62135417,380,8,1146
89,BUX,PQ,0,BUX::PQ::0,7,2000,dry,drought,0.312713091,-0.13592233,0.13592233,-0.298413582,16,56.62135417,380,8,1146
90,BUX,PQ,0,BUX::PQ::0,7,2000,wet,irr,0.19467227,0.029126214,0.029126214,0.077880858,16,56.62135417,380,8,1146
91,BUX,PQ,0,BUX::PQ::0,6,1999,dry,drought,0.32680235,-0.074468085,0.074468085,0.045867654,16,56.62135417,380,8,1146
92,BUX,PQ,0,BUX::PQ::0,6,1999,wet,irr,0.181537883,0.117021277,0.117021277,0.260875966,16,56.62135417,380,8,1146
93,BUX,PQ,0,BUX::PQ::0,5,1998,dry,drought,0.277556705,-0.02,0.02,-0.19169103,16,56.62135417,380,8,1146
94,BUX,PQ,0,BUX::PQ::0,5,1998,wet,irr,0.203384592,0.07,0.07,0.202472622,16,56.62135417,380,8,1146
95,BUX,PQ,0,BUX::PQ::0,4,1997,dry,drought,0.21771841,-0.068627451,0.068627451,-0.220237461,16,56.62135417,380,8,1146
96,BUX,PQ,0,BUX::PQ::0,4,1997,wet,irr,0.1741115,0.049019608,0.049019608,0.033844302,16,56.62135417,380,8,1146
97,BUX,PQ,0,BUX::PQ::0,3,1996,dry,drought,0.220163875,-0.12345679,0.12345679,-0.111246435,16,56.62135417,380,8,1146
98,BUX,PQ,0,BUX::PQ::0,3,1996,wet,irr,0.243568226,0.172839506,0.172839506,0.162500096,16,56.62135417,380,8,1146
99,BUX,PQ,0,BUX::PQ::0,2,1995,dry,drought,0.172195172,-0.024691358,0.024691358,-0.028770422,16,56.62135417,380,8,1146
100,BUX,PQ,0,BUX::PQ::0,2,1995,wet,irr,0.190855942,0.098765432,0.098765432,0.143738521,16,56.62135417,380,8,1146
101,BUX,PQ,0,BUX::PQ::0,1,1994,dry,drought,0.192434491,0.302631579,0.302631579,0.310582322,16,56.62135417,380,8,1146
102,BUX,PQ,0,BUX::PQ::0,1,1994,wet,irr,0.168433478,0.355263158,0.355263158,0.202019097,16,56.62135417,380,8,1146
103,CAU,RMAPC,ALH,CAU::RMAPC::ALH,9,2008,H2O,irr,0.166413027,0.079545455,0.079545455,-0.147537389,9,38.30743056,148.6427083,2,934
104,CAU,RMAPC,ALH,CAU::RMAPC::ALH,9,2008,N,N,0.42562151,-0.170454545,0.170454545,-0.379235183,9,38.30743056,148.6427083,2,934
105,CAU,RMAPC,ALH,CAU::RMAPC::ALH,9,2008,P,P,0.291162961,0.011363636,0.011363636,-0.45223514,9,38.30743056,148.6427083,2,934
106,CAU,RMAPC,ALH,CAU::RMAPC::ALH,4,2003,H2O,irr,0.243260887,0.014492754,0.014492754,-0.133842312,9,38.30743056,148.6427083,2,934
107,CAU,RMAPC,ALH,CAU::RMAPC::ALH,4,2003,N,N,0.412795651,-0.028985507,0.028985507,-0.358552439,9,38.30743056,148.6427083,2,934
108,CAU,RMAPC,ALH,CAU::RMAPC::ALH,4,2003,P,P,0.368782001,-0.086956522,0.086956522,-0.213670064,9,38.30743056,148.6427083,2,934
109,CAU,RMAPC,ALH,CAU::RMAPC::ALH,3,2002,H2O,irr,0.212019941,-0.027777778,0.027777778,-0.068546364,9,38.30743056,148.6427083,2,934
110,CAU,RMAPC,ALH,CAU::RMAPC::ALH,3,2002,N,N,0.336298124,-0.138888889,0.138888889,-0.310937753,9,38.30743056,148.6427083,2,934
111,CAU,RMAPC,ALH,CAU::RMAPC::ALH,3,2002,P,P,0.271202545,-0.055555556,0.055555556,-0.181748988,9,38.30743056,148.6427083,2,934
112,CAU,RMAPC,FVG,CAU::RMAPC::FVG,9,2008,H2O,irr,0.325261486,0.606060606,0.606060606,0.603520462,9,46.97969522,240.0270833,2,934
113,CAU,RMAPC,FVG,CAU::RMAPC::FVG,9,2008,N,N,0.184538617,-0.060606061,0.060606061,0.101368334,9,46.97969522,240.0270833,2,934
114,CAU,RMAPC,FVG,CAU::RMAPC::FVG,9,2008,P,P,0.14082498,-0.03030303,0.03030303,0.09164838,9,46.97969522,240.0270833,2,934
115,CAU,RMAPC,FVG,CAU::RMAPC::FVG,4,2003,H2O,irr,0.294954728,-0.058823529,0.058823529,0.171629458,9,46.97969522,240.0270833,2,934
116,CAU,RMAPC,FVG,CAU::RMAPC::FVG,4,2003,N,N,0.312771141,-0.205882353,0.205882353,-0.243650451,9,46.97969522,240.0270833,2,934
117,CAU,RMAPC,FVG,CAU::RMAPC::FVG,4,2003,P,P,0.413046359,-0.029411765,0.029411765,0.291863575,9,46.97969522,240.0270833,2,934
118,CAU,RMAPC,FVG,CAU::RMAPC::FVG,3,2002,H2O,irr,0.180804782,-0.133333333,0.133333333,-0.004701799,9,46.97969522,240.0270833,2,934
119,CAU,RMAPC,FVG,CAU::RMAPC::FVG,3,2002,N,N,0.119809468,-0.033333333,0.033333333,-0.141468362,9,46.97969522,240.0270833,2,934
120,CAU,RMAPC,FVG,CAU::RMAPC::FVG,3,2002,P,P,0.183689341,-0.066666667,0.066666667,0.050810984,9,46.97969522,240.0270833,2,934
121,CAU,RMAPC,GHM,CAU::RMAPC::GHM,9,2008,H2O,irr,0.172890236,0.055555556,0.055555556,0.11872984,9,30.59726852,300.72875,2,934
122,CAU,RMAPC,GHM,CAU::RMAPC::GHM,9,2008,N,N,0.356674957,-0.166666667,0.166666667,-0.222116219,9,30.59726852,300.72875,2,934
123,CAU,RMAPC,GHM,CAU::RMAPC::GHM,9,2008,P,P,0.238791457,-0.125,0.125,0.114165911,9,30.59726852,300.72875,2,934
124,CAU,RMAPC,GHM,CAU::RMAPC::GHM,4,2003,H2O,irr,0.276094182,0.137254902,0.137254902,0.332507806,9,30.59726852,300.72875,2,934
125,CAU,RMAPC,GHM,CAU::RMAPC::GHM,4,2003,N,N,0.339706415,0.098039216,0.098039216,-0.000890699,9,30.59726852,300.72875,2,934
126,CAU,RMAPC,GHM,CAU::RMAPC::GHM,4,2003,P,P,0.223456984,0.078431373,0.078431373,0.195841262,9,30.59726852,300.72875,2,934
127,CAU,RMAPC,GHM,CAU::RMAPC::GHM,3,2002,H2O,irr,0.275193615,0.276595745,0.276595745,0.301367605,9,30.59726852,300.72875,2,934
128,CAU,RMAPC,GHM,CAU::RMAPC::GHM,3,2002,N,N,0.259357837,0.085106383,0.085106383,0.353767307,9,30.59726852,300.72875,2,934
129,CAU,RMAPC,GHM,CAU::RMAPC::GHM,3,2002,P,P,0.246883238,0.14893617,0.14893617,0.189320064,9,30.59726852,300.72875,2,934
130,CAU,RMAPC,SBC,CAU::RMAPC::SBC,9,2008,H2O,irr,0.175551062,-0.033898305,0.033898305,-0.017901569,9,26.99252315,121.2744583,2,934
131,CAU,RMAPC,SBC,CAU::RMAPC::SBC,9,2008,N,N,0.383158518,-0.254237288,0.254237288,-0.080239079,9,26.99252315,121.2744583,2,934
132,CAU,RMAPC,SBC,CAU::RMAPC::SBC,9,2008,P,P,0.240583216,-0.06779661,0.06779661,-0.178117511,9,26.99252315,121.2744583,2,934
133,CAU,RMAPC,SBC,CAU::RMAPC::SBC,4,2003,H2O,irr,0.211739701,-0.038461538,0.038461538,-0.129257405,9,26.99252315,121.2744583,2,934
134,CAU,RMAPC,SBC,CAU::RMAPC::SBC,4,2003,N,N,0.376777625,-0.211538462,0.211538462,-0.053681608,9,26.99252315,121.2744583,2,934
135,CAU,RMAPC,SBC,CAU::RMAPC::SBC,4,2003,P,P,0.142484795,-0.038461538,0.038461538,0.084928596,9,26.99252315,121.2744583,2,934
136,CAU,RMAPC,SBC,CAU::RMAPC::SBC,3,2002,H2O,irr,0.204233841,-0.019230769,0.019230769,-0.094812397,9,26.99252315,121.2744583,2,934
137,CAU,RMAPC,SBC,CAU::RMAPC::SBC,3,2002,N,N,0.240560658,-0.057692308,0.057692308,-0.130407366,9,26.99252315,121.2744583,2,934
138,CAU,RMAPC,SBC,CAU::RMAPC::SBC,3,2002,P,P,0.212506127,0.019230769,0.019230769,-0.029604898,9,26.99252315,121.2744583,2,934
139,CDR,BioCON,0,CDR::BioCON::0,14,2011,N_X,N,0.247059221,-0.012195122,0.012195122,-0.103378498,14,15.23847222,396.9075,6,750
140,CDR,BioCON,0,CDR::BioCON::0,14,2011,X_C,CO2,0.100134007,0.06097561,0.06097561,-0.019258446,14,15.23847222,396.9075,6,750
141,CDR,BioCON,0,CDR::BioCON::0,13,2010,N_X,N,0.221083863,-0.122222222,0.122222222,-0.056220478,14,15.23847222,396.9075,6,750
142,CDR,BioCON,0,CDR::BioCON::0,13,2010,X_C,CO2,0.215289179,-0.011111111,0.011111111,0.059925663,14,15.23847222,396.9075,6,750
143,CDR,BioCON,0,CDR::BioCON::0,12,2009,N_X,N,0.258888502,-0.0125,0.0125,0.050263267,14,15.23847222,396.9075,6,750
144,CDR,BioCON,0,CDR::BioCON::0,12,2009,X_C,CO2,0.198983312,0.025,0.025,0.195426009,14,15.23847222,396.9075,6,750
145,CDR,BioCON,0,CDR::BioCON::0,11,2008,N_X,N,0.268483583,-0.104166667,0.104166667,-0.079676239,14,15.23847222,396.9075,6,750
146,CDR,BioCON,0,CDR::BioCON::0,11,2008,X_C,CO2,0.181881245,-0.083333333,0.083333333,0.074104739,14,15.23847222,396.9075,6,750
147,CDR,BioCON,0,CDR::BioCON::0,10,2007,N_X,N,0.208455601,-0.123809524,0.123809524,0.114834688,14,15.23847222,396.9075,6,750
148,CDR,BioCON,0,CDR::BioCON::0,10,2007,X_C,CO2,0.095595505,-0.00952381,0.00952381,0.024016073,14,15.23847222,396.9075,6,750
149,CDR,BioCON,0,CDR::BioCON::0,9,2006,N_X,N,0.2030862,-0.076190476,0.076190476,-0.071028057,14,15.23847222,396.9075,6,750
150,CDR,BioCON,0,CDR::BioCON::0,9,2006,X_C,CO2,0.084559075,-0.038095238,0.038095238,0.018433258,14,15.23847222,396.9075,6,750
151,CDR,BioCON,0,CDR::BioCON::0,8,2005,N_X,N,0.240823226,-0.196078431,0.196078431,-0.087168683,14,15.23847222,396.9075,6,750
152,CDR,BioCON,0,CDR::BioCON::0,8,2005,X_C,CO2,0.101533571,-0.137254902,0.137254902,-0.055573393,14,15.23847222,396.9075,6,750
153,CDR,BioCON,0,CDR::BioCON::0,7,2004,N_X,N,0.240159308,-0.203703704,0.203703704,-0.157220315,14,15.23847222,396.9075,6,750
154,CDR,BioCON,0,CDR::BioCON::0,7,2004,X_C,CO2,0.094954985,-0.046296296,0.046296296,-0.12580946,14,15.23847222,396.9075,6,750
155,CDR,BioCON,0,CDR::BioCON::0,6,2003,N_X,N,0.328169148,-0.251968504,0.251968504,-0.048625312,14,15.23847222,396.9075,6,750
156,CDR,BioCON,0,CDR::BioCON::0,6,2003,X_C,CO2,0.1492498,-0.062992126,0.062992126,-0.075612838,14,15.23847222,396.9075,6,750
157,CDR,BioCON,0,CDR::BioCON::0,5,2002,N_X,N,0.326874469,-0.171641791,0.171641791,-0.073485299,14,15.23847222,396.9075,6,750
158,CDR,BioCON,0,CDR::BioCON::0,5,2002,X_C,CO2,0.085147506,-0.059701493,0.059701493,-0.119697886,14,15.23847222,396.9075,6,750
159,CDR,BioCON,0,CDR::BioCON::0,4,2001,N_X,N,0.448487676,-0.20610687,0.20610687,0.053053392,14,15.23847222,396.9075,6,750
160,CDR,BioCON,0,CDR::BioCON::0,4,2001,X_C,CO2,0.087025113,-0.007633588,0.007633588,-0.009307478,14,15.23847222,396.9075,6,750
161,CDR,BioCON,0,CDR::BioCON::0,3,2000,N_X,N,0.244595465,-0.196850394,0.196850394,0.06788075,14,15.23847222,396.9075,6,750
162,CDR,BioCON,0,CDR::BioCON::0,3,2000,X_C,CO2,0.105384894,-0.102362205,0.102362205,-0.083874468,14,15.23847222,396.9075,6,750
163,CDR,BioCON,0,CDR::BioCON::0,2,1999,N_X,N,0.181641885,-0.165467626,0.165467626,-0.197255643,14,15.23847222,396.9075,6,750
164,CDR,BioCON,0,CDR::BioCON::0,2,1999,X_C,CO2,0.108840934,-0.043165468,0.043165468,-0.140576752,14,15.23847222,396.9075,6,750
165,CDR,BioCON,0,CDR::BioCON::0,1,1998,N_X,N,0.114178835,-0.099236641,0.099236641,-0.145443607,14,15.23847222,396.9075,6,750
166,CDR,BioCON,0,CDR::BioCON::0,1,1998,X_C,CO2,0.080769969,0.022900763,0.022900763,-0.042428695,14,15.23847222,396.9075,6,750
167,CEH,MEGARICH,0,CEH::MEGARICH::0,4,2002,EcAt,CO2,0.23929616,0.038461538,0.038461538,0.112251205,4,26.68,779.9651,9,873
168,CEH,MEGARICH,0,CEH::MEGARICH::0,3,2001,EcAt,CO2,0.220801318,0.018181818,0.018181818,0.10569094,4,26.68,779.9651,9,873
169,CEH,MEGARICH,0,CEH::MEGARICH::0,2,2000,EcAt,CO2,0.157443053,0.145454545,0.145454545,0.051209426,4,26.68,779.9651,9,873
170,CEH,MEGARICH,0,CEH::MEGARICH::0,1,1999,EcAt,CO2,0.218147937,0.236363636,0.236363636,0.275043106,4,26.68,779.9651,9,873
171,CUL,Culardoch,0,CUL::Culardoch::0,6,2004,N10,N,0.057057217,-0.128205128,0.128205128,-0.059618756,6,33.59894676,105,4,1118
172,CUL,Culardoch,0,CUL::Culardoch::0,6,2004,N20,N,0.049705052,0.012820513,0.012820513,-0.027645194,6,33.59894676,105,4,1118
173,CUL,Culardoch,0,CUL::Culardoch::0,6,2004,N50,N,0.073392181,-0.256410256,0.256410256,-0.135246703,6,33.59894676,105,4,1118
174,CUL,Culardoch,0,CUL::Culardoch::0,5,2003,N10,N,0.073568316,-0.069767442,0.069767442,-0.025820072,6,33.59894676,105,4,1118
175,CUL,Culardoch,0,CUL::Culardoch::0,5,2003,N20,N,0.065542417,0.023255814,0.023255814,0.034643381,6,33.59894676,105,4,1118
176,CUL,Culardoch,0,CUL::Culardoch::0,5,2003,N50,N,0.095157696,-0.197674419,0.197674419,-0.246290061,6,33.59894676,105,4,1118
177,CUL,Culardoch,0,CUL::Culardoch::0,4,2002,N10,N,0.084168324,-0.023529412,0.023529412,-0.07263417,6,33.59894676,105,4,1118
